date_start,campaign_id,ad_set_id,ad_id,spend,impressions,clicks,reach,inline_link_clicks,actions,action_values
2026-07-19,MC004,AS006,AD009,208.47,13288,246,10002,207,"[{""action_type"": ""purchase"", ""value"": ""5""}]","[{""action_type"": ""purchase"", ""value"": ""477.01""}]"
2026-07-19,MC004,AS006,AD010,167.77,11476,224,8652,164,"[{""action_type"": ""purchase"", ""value"": ""3""}]","[{""action_type"": ""purchase"", ""value"": ""403.5""}]"
2026-07-19,MC004,AS007,AD011,190.78,13228,213,10066,166,"[{""action_type"": ""purchase"", ""value"": ""4""}]","[{""action_type"": ""purchase"", ""value"": ""459.91""}]"
2026-07-19,MC010,AS014,AD022,495.85,35682,844,30466,578,"[{""action_type"": ""purchase"", ""value"": ""9""}]","[{""action_type"": ""purchase"", ""value"": ""839.32""}]"
2026-07-19,MC010,AS014,AD023,521.86,35565,831,27589,605,"[{""action_type"": ""purchase"", ""value"": ""17""}]","[{""action_type"": ""purchase"", ""value"": ""2017.31""}]"
2026-07-20,MC001,AS001,AD001,358.41,56085,547,44706,440,"[{""action_type"": ""purchase"", ""value"": ""2""}]","[{""action_type"": ""purchase"", ""value"": ""274.78""}]"
2026-07-20,MC001,AS001,AD002,314.81,52821,286,41545,199,"[{""action_type"": ""purchase"", ""value"": ""0""}]","[{""action_type"": ""purchase"", ""value"": ""0.0""}]"
2026-07-20,MC002,AS002,AD003,283.53,18228,422,14486,355,"[{""action_type"": ""purchase"", ""value"": ""10""}]","[{""action_type"": ""purchase"", ""value"": ""1249.58""}]"
2026-07-20,MC002,AS002,AD004,343.57,22349,422,19642,283,"[{""action_type"": ""purchase"", ""value"": ""6""}]","[{""action_type"": ""purchase"", ""value"": ""769.25""}]"
2026-07-20,MC002,AS003,AD005,354.63,23153,433,17075,335,"[{""action_type"": ""purchase"", ""value"": ""7""}]","[{""action_type"": ""purchase"", ""value"": ""847.39""}]"
2026-07-20,MC004,AS006,AD009,189.75,13742,259,11892,218,"[{""action_type"": ""purchase"", ""value"": ""5""}]","[{""action_type"": ""purchase"", ""value"": ""519.45""}]"
2026-07-20,MC004,AS006,AD010,220.84,16907,371,12257,297,"[{""action_type"": ""purchase"", ""value"": ""9""}]","[{""action_type"": ""purchase"", ""value"": ""1435.61""}]"
2026-07-20,MC004,AS007,AD011,183.39,12156,224,9403,151,"[{""action_type"": ""purchase"", ""value"": ""3""}]","[{""action_type"": ""purchase"", ""value"": ""359.13""}]"
2026-07-20,MC010,AS014,AD022,548.84,40180,755,30794,516,"[{""action_type"": ""purchase"", ""value"": ""11""}]","[{""action_type"": ""purchase"", ""value"": ""1232.87""}]"
2026-07-20,MC010,AS014,AD023,555.72,37703,800,27231,574,"[{""action_type"": ""purchase"", ""value"": ""13""}]","[{""action_type"": ""purchase"", ""value"": ""1869.39""}]"
2026-07-21,MC001,AS001,AD001,377.79,55461,501,45538,347,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""150.32""}]"
2026-07-21,MC001,AS001,AD002,324.35,57445,423,41555,295,"[{""action_type"": ""purchase"", ""value"": ""0""}]","[{""action_type"": ""purchase"", ""value"": ""0.0""}]"
2026-07-21,MC002,AS002,AD003,389.19,24213,539,19548,428,"[{""action_type"": ""purchase"", ""value"": ""9""}]","[{""action_type"": ""purchase"", ""value"": ""1343.13""}]"
2026-07-21,MC002,AS002,AD004,395.01,27505,416,22823,299,"[{""action_type"": ""purchase"", ""value"": ""6""}]","[{""action_type"": ""purchase"", ""value"": ""886.98""}]"
2026-07-21,MC002,AS003,AD005,384.71,29579,760,21661,545,"[{""action_type"": ""purchase"", ""value"": ""15""}]","[{""action_type"": ""purchase"", ""value"": ""1696.47""}]"
2026-07-21,MC004,AS006,AD009,178.21,14305,259,11402,168,"[{""action_type"": ""purchase"", ""value"": ""5""}]","[{""action_type"": ""purchase"", ""value"": ""634.09""}]"
2026-07-21,MC004,AS006,AD010,192.7,12761,302,10477,250,"[{""action_type"": ""purchase"", ""value"": ""6""}]","[{""action_type"": ""purchase"", ""value"": ""515.56""}]"
2026-07-21,MC004,AS007,AD011,160.06,9829,154,7635,110,"[{""action_type"": ""purchase"", ""value"": ""3""}]","[{""action_type"": ""purchase"", ""value"": ""287.33""}]"
2026-07-21,MC010,AS014,AD022,491.27,37185,619,29666,483,"[{""action_type"": ""purchase"", ""value"": ""12""}]","[{""action_type"": ""purchase"", ""value"": ""1554.9""}]"
2026-07-21,MC010,AS014,AD023,570.68,39607,764,30635,583,"[{""action_type"": ""purchase"", ""value"": ""11""}]","[{""action_type"": ""purchase"", ""value"": ""1052.38""}]"
2026-07-22,MC001,AS001,AD001,375.08,58647,513,47288,391,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""106.13""}]"
2026-07-22,MC001,AS001,AD002,400.75,65000,570,47494,377,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""144.15""}]"
2026-07-22,MC002,AS002,AD003,390.79,28731,587,23953,456,"[{""action_type"": ""purchase"", ""value"": ""12""}]","[{""action_type"": ""purchase"", ""value"": ""1136.79""}]"
2026-07-22,MC002,AS002,AD004,310.73,19957,394,17311,259,"[{""action_type"": ""purchase"", ""value"": ""6""}]","[{""action_type"": ""purchase"", ""value"": ""701.3""}]"
2026-07-22,MC002,AS003,AD005,395.09,30245,655,26468,501,"[{""action_type"": ""purchase"", ""value"": ""12""}]","[{""action_type"": ""purchase"", ""value"": ""1196.25""}]"
2026-07-22,MC004,AS006,AD009,176.18,14940,352,11553,274,"[{""action_type"": ""purchase"", ""value"": ""5""}]","[{""action_type"": ""purchase"", ""value"": ""672.96""}]"
2026-07-22,MC004,AS006,AD010,181.77,13147,239,9784,194,"[{""action_type"": ""purchase"", ""value"": ""5""}]","[{""action_type"": ""purchase"", ""value"": ""544.0""}]"
2026-07-22,MC004,AS007,AD011,179.53,11509,240,9998,193,"[{""action_type"": ""purchase"", ""value"": ""5""}]","[{""action_type"": ""purchase"", ""value"": ""648.98""}]"
2026-07-22,MC010,AS014,AD022,485.51,32077,527,27818,353,"[{""action_type"": ""purchase"", ""value"": ""9""}]","[{""action_type"": ""purchase"", ""value"": ""1234.31""}]"
2026-07-22,MC010,AS014,AD023,506.94,31135,793,24651,560,"[{""action_type"": ""purchase"", ""value"": ""17""}]","[{""action_type"": ""purchase"", ""value"": ""2076.26""}]"
2026-07-23,MC001,AS001,AD001,364.79,51408,423,43711,335,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""145.42""}]"
2026-07-23,MC001,AS001,AD002,323.8,58840,529,42908,370,"[{""action_type"": ""purchase"", ""value"": ""2""}]","[{""action_type"": ""purchase"", ""value"": ""314.73""}]"
2026-07-23,MC002,AS002,AD003,402.65,31269,781,23204,539,"[{""action_type"": ""purchase"", ""value"": ""11""}]","[{""action_type"": ""purchase"", ""value"": ""1566.82""}]"
2026-07-23,MC002,AS002,AD004,288.09,21857,395,18145,295,"[{""action_type"": ""purchase"", ""value"": ""10""}]","[{""action_type"": ""purchase"", ""value"": ""1277.08""}]"
2026-07-23,MC002,AS003,AD005,415.69,28582,593,24748,484,"[{""action_type"": ""purchase"", ""value"": ""15""}]","[{""action_type"": ""purchase"", ""value"": ""1898.06""}]"
2026-07-23,MC004,AS006,AD009,176.78,12407,226,9776,176,"[{""action_type"": ""purchase"", ""value"": ""2""}]","[{""action_type"": ""purchase"", ""value"": ""202.82""}]"
2026-07-23,MC004,AS006,AD010,178.84,10934,234,8287,155,"[{""action_type"": ""purchase"", ""value"": ""3""}]","[{""action_type"": ""purchase"", ""value"": ""326.54""}]"
2026-07-23,MC004,AS007,AD011,177.95,11782,271,8536,204,"[{""action_type"": ""purchase"", ""value"": ""4""}]","[{""action_type"": ""purchase"", ""value"": ""621.15""}]"
2026-07-23,MC010,AS014,AD022,414.17,37997,916,30602,738,"[{""action_type"": ""purchase"", ""value"": ""19""}]","[{""action_type"": ""purchase"", ""value"": ""2046.84""}]"
2026-07-23,MC010,AS014,AD023,428.31,29729,658,24284,479,"[{""action_type"": ""purchase"", ""value"": ""10""}]","[{""action_type"": ""purchase"", ""value"": ""958.88""}]"
2026-07-24,MC001,AS001,AD001,340.45,50712,459,37031,302,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""100.58""}]"
2026-07-24,MC001,AS001,AD002,333.41,57628,531,44288,395,"[{""action_type"": ""purchase"", ""value"": ""2""}]","[{""action_type"": ""purchase"", ""value"": ""231.56""}]"
2026-07-24,MC002,AS002,AD003,349.61,23577,638,20088,428,"[{""action_type"": ""purchase"", ""value"": ""12""}]","[{""action_type"": ""purchase"", ""value"": ""1190.68""}]"
2026-07-24,MC002,AS002,AD004,313.22,19021,348,15791,236,"[{""action_type"": ""purchase"", ""value"": ""6""}]","[{""action_type"": ""purchase"", ""value"": ""615.93""}]"
2026-07-24,MC002,AS003,AD005,354.13,25551,520,20439,424,"[{""action_type"": ""purchase"", ""value"": ""9""}]","[{""action_type"": ""purchase"", ""value"": ""1143.42""}]"
2026-07-24,MC004,AS006,AD009,177.39,11146,183,9006,150,"[{""action_type"": ""purchase"", ""value"": ""4""}]","[{""action_type"": ""purchase"", ""value"": ""562.78""}]"
2026-07-24,MC004,AS006,AD010,187.09,12588,306,9090,229,"[{""action_type"": ""purchase"", ""value"": ""7""}]","[{""action_type"": ""purchase"", ""value"": ""605.8""}]"
2026-07-24,MC004,AS007,AD011,180.71,12661,282,10263,206,"[{""action_type"": ""purchase"", ""value"": ""5""}]","[{""action_type"": ""purchase"", ""value"": ""613.73""}]"
2026-07-24,MC010,AS014,AD022,451.64,34587,778,27332,538,"[{""action_type"": ""purchase"", ""value"": ""11""}]","[{""action_type"": ""purchase"", ""value"": ""959.71""}]"
2026-07-24,MC010,AS014,AD023,607.98,45329,1169,34326,817,"[{""action_type"": ""purchase"", ""value"": ""19""}]","[{""action_type"": ""purchase"", ""value"": ""2031.04""}]"
2026-07-25,MC001,AS001,AD001,368.82,61798,474,44499,355,"[{""action_type"": ""purchase"", ""value"": ""2""}]","[{""action_type"": ""purchase"", ""value"": ""223.32""}]"
2026-07-25,MC001,AS001,AD002,346.23,52900,358,46347,297,"[{""action_type"": ""purchase"", ""value"": ""0""}]","[{""action_type"": ""purchase"", ""value"": ""0.0""}]"
2026-07-25,MC002,AS002,AD003,335.2,22485,511,17346,365,"[{""action_type"": ""purchase"", ""value"": ""7""}]","[{""action_type"": ""purchase"", ""value"": ""887.52""}]"
2026-07-25,MC002,AS002,AD004,368.57,24127,436,20396,324,"[{""action_type"": ""purchase"", ""value"": ""8""}]","[{""action_type"": ""purchase"", ""value"": ""896.24""}]"
2026-07-25,MC002,AS003,AD005,349.88,20703,404,15264,320,"[{""action_type"": ""purchase"", ""value"": ""9""}]","[{""action_type"": ""purchase"", ""value"": ""1139.72""}]"
2026-07-25,MC004,AS006,AD009,192.85,13080,245,11471,171,"[{""action_type"": ""purchase"", ""value"": ""4""}]","[{""action_type"": ""purchase"", ""value"": ""560.88""}]"
2026-07-25,MC004,AS006,AD010,181.58,14485,353,10461,267,"[{""action_type"": ""purchase"", ""value"": ""9""}]","[{""action_type"": ""purchase"", ""value"": ""1395.33""}]"
2026-07-25,MC004,AS007,AD011,191.22,12297,303,9893,241,"[{""action_type"": ""purchase"", ""value"": ""5""}]","[{""action_type"": ""purchase"", ""value"": ""460.34""}]"
2026-07-25,MC010,AS014,AD022,513.14,44594,1018,37720,859,"[{""action_type"": ""purchase"", ""value"": ""17""}]","[{""action_type"": ""purchase"", ""value"": ""1692.21""}]"
2026-07-25,MC010,AS014,AD023,478.06,36939,929,29814,759,"[{""action_type"": ""purchase"", ""value"": ""15""}]","[{""action_type"": ""purchase"", ""value"": ""1769.19""}]"
2026-07-26,MC001,AS001,AD001,342.49,56025,415,41288,274,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""152.88""}]"
2026-07-26,MC001,AS001,AD002,359.17,54344,502,47464,338,"[{""action_type"": ""purchase"", ""value"": ""2""}]","[{""action_type"": ""purchase"", ""value"": ""181.36""}]"
2026-07-26,MC002,AS002,AD003,376.62,24484,472,18955,343,"[{""action_type"": ""purchase"", ""value"": ""9""}]","[{""action_type"": ""purchase"", ""value"": ""938.02""}]"
2026-07-26,MC002,AS002,AD004,342.62,27338,523,23415,366,"[{""action_type"": ""purchase"", ""value"": ""12""}]","[{""action_type"": ""purchase"", ""value"": ""1575.63""}]"
2026-07-26,MC002,AS003,AD005,365.36,25526,567,19133,410,"[{""action_type"": ""purchase"", ""value"": ""8""}]","[{""action_type"": ""purchase"", ""value"": ""1268.25""}]"
2026-07-26,MC004,AS006,AD009,174.54,12974,364,10029,265,"[{""action_type"": ""purchase"", ""value"": ""5""}]","[{""action_type"": ""purchase"", ""value"": ""462.52""}]"
2026-07-26,MC004,AS006,AD010,185.36,10274,215,8789,156,"[{""action_type"": ""purchase"", ""value"": ""3""}]","[{""action_type"": ""purchase"", ""value"": ""390.83""}]"
2026-07-26,MC004,AS007,AD011,197.13,15162,314,11225,257,"[{""action_type"": ""purchase"", ""value"": ""8""}]","[{""action_type"": ""purchase"", ""value"": ""706.36""}]"
2026-07-26,MC010,AS014,AD022,524.03,47635,1072,39110,801,"[{""action_type"": ""purchase"", ""value"": ""20""}]","[{""action_type"": ""purchase"", ""value"": ""1717.27""}]"
2026-07-26,MC010,AS014,AD023,491.41,41456,952,36087,693,"[{""action_type"": ""purchase"", ""value"": ""15""}]","[{""action_type"": ""purchase"", ""value"": ""1950.06""}]"
2026-07-27,MC001,AS001,AD001,339.72,47680,307,34793,252,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""159.29""}]"
2026-07-27,MC001,AS001,AD002,379.27,53185,426,45010,303,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""87.78""}]"
2026-07-27,MC002,AS002,AD003,309.27,22282,550,16903,460,"[{""action_type"": ""purchase"", ""value"": ""15""}]","[{""action_type"": ""purchase"", ""value"": ""2336.56""}]"
2026-07-27,MC002,AS002,AD004,344.17,23802,578,18955,469,"[{""action_type"": ""purchase"", ""value"": ""10""}]","[{""action_type"": ""purchase"", ""value"": ""1465.86""}]"
2026-07-27,MC002,AS003,AD005,380.03,34539,759,29327,499,"[{""action_type"": ""purchase"", ""value"": ""16""}]","[{""action_type"": ""purchase"", ""value"": ""2486.3""}]"
2026-07-27,MC004,AS006,AD009,187.22,13398,321,11751,229,"[{""action_type"": ""purchase"", ""value"": ""4""}]","[{""action_type"": ""purchase"", ""value"": ""569.81""}]"
2026-07-27,MC004,AS006,AD010,158.05,9279,210,6788,170,"[{""action_type"": ""purchase"", ""value"": ""4""}]","[{""action_type"": ""purchase"", ""value"": ""582.93""}]"
2026-07-27,MC004,AS007,AD011,175.11,15074,358,11616,294,"[{""action_type"": ""purchase"", ""value"": ""10""}]","[{""action_type"": ""purchase"", ""value"": ""1378.35""}]"
2026-07-27,MC010,AS014,AD022,503.44,39750,726,30706,520,"[{""action_type"": ""purchase"", ""value"": ""9""}]","[{""action_type"": ""purchase"", ""value"": ""853.2""}]"
2026-07-27,MC010,AS014,AD023,487.5,31779,813,23223,686,"[{""action_type"": ""purchase"", ""value"": ""16""}]","[{""action_type"": ""purchase"", ""value"": ""1453.0""}]"
2026-07-28,MC001,AS001,AD001,382.73,50592,299,39469,215,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""147.65""}]"
2026-07-28,MC001,AS001,AD002,375.05,61789,588,50243,418,"[{""action_type"": ""purchase"", ""value"": ""2""}]","[{""action_type"": ""purchase"", ""value"": ""175.08""}]"
2026-07-28,MC002,AS002,AD003,361.35,22558,459,16557,327,"[{""action_type"": ""purchase"", ""value"": ""9""}]","[{""action_type"": ""purchase"", ""value"": ""1185.59""}]"
2026-07-28,MC002,AS002,AD004,322.02,22246,441,16135,309,"[{""action_type"": ""purchase"", ""value"": ""7""}]","[{""action_type"": ""purchase"", ""value"": ""994.81""}]"
2026-07-28,MC002,AS003,AD005,372.7,22368,460,19598,334,"[{""action_type"": ""purchase"", ""value"": ""3""}]","[{""action_type"": ""purchase"", ""value"": ""387.92""}]"
2026-07-28,MC004,AS006,AD009,160.13,11302,277,9176,183,"[{""action_type"": ""purchase"", ""value"": ""4""}]","[{""action_type"": ""purchase"", ""value"": ""540.42""}]"
2026-07-28,MC004,AS006,AD010,171.25,12405,279,10156,237,"[{""action_type"": ""purchase"", ""value"": ""5""}]","[{""action_type"": ""purchase"", ""value"": ""503.76""}]"
2026-07-28,MC004,AS007,AD011,195.42,11905,223,9831,181,"[{""action_type"": ""purchase"", ""value"": ""5""}]","[{""action_type"": ""purchase"", ""value"": ""572.52""}]"
2026-07-28,MC010,AS014,AD022,466.41,41322,806,32065,533,"[{""action_type"": ""purchase"", ""value"": ""12""}]","[{""action_type"": ""purchase"", ""value"": ""1350.93""}]"
2026-07-28,MC010,AS014,AD023,455.69,34244,848,25478,640,"[{""action_type"": ""purchase"", ""value"": ""19""}]","[{""action_type"": ""purchase"", ""value"": ""2213.65""}]"
2026-07-29,MC001,AS001,AD001,365.12,47830,447,37282,311,"[{""action_type"": ""purchase"", ""value"": ""0""}]","[{""action_type"": ""purchase"", ""value"": ""0.0""}]"
2026-07-29,MC001,AS001,AD002,339.74,67878,561,56314,413,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""145.89""}]"
2026-07-29,MC002,AS002,AD003,386.56,25875,551,21186,396,"[{""action_type"": ""purchase"", ""value"": ""9""}]","[{""action_type"": ""purchase"", ""value"": ""1410.86""}]"
2026-07-29,MC002,AS002,AD004,378.65,26944,686,20738,476,"[{""action_type"": ""purchase"", ""value"": ""14""}]","[{""action_type"": ""purchase"", ""value"": ""1693.67""}]"
2026-07-29,MC002,AS003,AD005,355.3,22365,562,17234,412,"[{""action_type"": ""purchase"", ""value"": ""9""}]","[{""action_type"": ""purchase"", ""value"": ""913.32""}]"
2026-07-29,MC004,AS006,AD009,163.93,13545,401,10388,333,"[{""action_type"": ""purchase"", ""value"": ""7""}]","[{""action_type"": ""purchase"", ""value"": ""972.18""}]"
2026-07-29,MC004,AS006,AD010,185.47,14147,394,10759,321,"[{""action_type"": ""purchase"", ""value"": ""9""}]","[{""action_type"": ""purchase"", ""value"": ""1403.72""}]"
2026-07-29,MC004,AS007,AD011,202.86,14190,402,11852,272,"[{""action_type"": ""purchase"", ""value"": ""7""}]","[{""action_type"": ""purchase"", ""value"": ""875.56""}]"
2026-07-29,MC010,AS014,AD022,561.57,38653,977,31113,676,"[{""action_type"": ""purchase"", ""value"": ""13""}]","[{""action_type"": ""purchase"", ""value"": ""1788.26""}]"
2026-07-29,MC010,AS014,AD023,512.05,41603,1003,32215,851,"[{""action_type"": ""purchase"", ""value"": ""21""}]","[{""action_type"": ""purchase"", ""value"": ""2295.4""}]"
2026-07-30,MC001,AS001,AD001,332.82,62376,458,48042,368,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""155.91""}]"
2026-07-30,MC001,AS001,AD002,361.8,59041,490,45099,348,"[{""action_type"": ""purchase"", ""value"": ""2""}]","[{""action_type"": ""purchase"", ""value"": ""235.43""}]"
2026-07-30,MC002,AS002,AD003,326.94,22814,488,18434,346,"[{""action_type"": ""purchase"", ""value"": ""8""}]","[{""action_type"": ""purchase"", ""value"": ""862.28""}]"
2026-07-30,MC002,AS002,AD004,366.74,24948,499,18445,335,"[{""action_type"": ""purchase"", ""value"": ""8""}]","[{""action_type"": ""purchase"", ""value"": ""1082.62""}]"
2026-07-30,MC002,AS003,AD005,312.14,21863,505,17125,332,"[{""action_type"": ""purchase"", ""value"": ""8""}]","[{""action_type"": ""purchase"", ""value"": ""892.17""}]"
2026-07-30,MC004,AS006,AD009,184.47,14070,239,11624,197,"[{""action_type"": ""purchase"", ""value"": ""4""}]","[{""action_type"": ""purchase"", ""value"": ""581.85""}]"
2026-07-30,MC004,AS006,AD010,187.1,13659,359,12004,283,"[{""action_type"": ""purchase"", ""value"": ""8""}]","[{""action_type"": ""purchase"", ""value"": ""790.36""}]"
2026-07-30,MC004,AS007,AD011,192.36,13768,393,10700,286,"[{""action_type"": ""purchase"", ""value"": ""7""}]","[{""action_type"": ""purchase"", ""value"": ""919.61""}]"
2026-07-30,MC010,AS014,AD022,492.5,41695,828,33429,648,"[{""action_type"": ""purchase"", ""value"": ""14""}]","[{""action_type"": ""purchase"", ""value"": ""1219.33""}]"
2026-07-30,MC010,AS014,AD023,463.88,41170,1019,34594,766,"[{""action_type"": ""purchase"", ""value"": ""19""}]","[{""action_type"": ""purchase"", ""value"": ""2318.81""}]"
2026-07-31,MC001,AS001,AD001,304.83,44650,273,34905,181,"[{""action_type"": ""purchase"", ""value"": ""0""}]","[{""action_type"": ""purchase"", ""value"": ""0.0""}]"
2026-07-31,MC001,AS001,AD002,346.57,47118,402,35033,333,"[{""action_type"": ""purchase"", ""value"": ""2""}]","[{""action_type"": ""purchase"", ""value"": ""308.14""}]"
2026-07-31,MC002,AS002,AD003,325.61,22527,505,17678,402,"[{""action_type"": ""purchase"", ""value"": ""11""}]","[{""action_type"": ""purchase"", ""value"": ""1612.64""}]"
2026-07-31,MC002,AS002,AD004,386.18,27863,591,21381,498,"[{""action_type"": ""purchase"", ""value"": ""10""}]","[{""action_type"": ""purchase"", ""value"": ""1489.74""}]"
2026-07-31,MC002,AS003,AD005,302.64,24972,565,20302,439,"[{""action_type"": ""purchase"", ""value"": ""9""}]","[{""action_type"": ""purchase"", ""value"": ""882.96""}]"
2026-07-31,MC004,AS006,AD009,170.74,12176,232,9037,187,"[{""action_type"": ""purchase"", ""value"": ""6""}]","[{""action_type"": ""purchase"", ""value"": ""672.49""}]"
2026-07-31,MC004,AS006,AD010,171.13,13555,262,10747,214,"[{""action_type"": ""purchase"", ""value"": ""7""}]","[{""action_type"": ""purchase"", ""value"": ""910.11""}]"
2026-07-31,MC004,AS007,AD011,168.11,10878,188,9316,147,"[{""action_type"": ""purchase"", ""value"": ""3""}]","[{""action_type"": ""purchase"", ""value"": ""343.94""}]"
2026-07-31,MC010,AS014,AD022,483.14,45121,937,37875,728,"[{""action_type"": ""purchase"", ""value"": ""17""}]","[{""action_type"": ""purchase"", ""value"": ""2361.37""}]"
2026-07-31,MC010,AS014,AD023,514.96,30581,686,24443,504,"[{""action_type"": ""purchase"", ""value"": ""12""}]","[{""action_type"": ""purchase"", ""value"": ""1760.59""}]"
2026-08-01,MC001,AS001,AD001,424.45,56982,471,42459,386,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""143.57""}]"
2026-08-01,MC001,AS001,AD002,388.92,68297,437,54639,370,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""125.84""}]"
2026-08-01,MC002,AS002,AD003,347.46,22931,437,18147,298,"[{""action_type"": ""purchase"", ""value"": ""6""}]","[{""action_type"": ""purchase"", ""value"": ""641.5""}]"
2026-08-01,MC002,AS002,AD004,357.59,28218,637,21873,461,"[{""action_type"": ""purchase"", ""value"": ""15""}]","[{""action_type"": ""purchase"", ""value"": ""2297.5""}]"
2026-08-01,MC002,AS003,AD005,392.37,27661,570,21972,471,"[{""action_type"": ""purchase"", ""value"": ""9""}]","[{""action_type"": ""purchase"", ""value"": ""835.66""}]"
2026-08-01,MC004,AS006,AD009,189.23,17774,425,13212,336,"[{""action_type"": ""purchase"", ""value"": ""8""}]","[{""action_type"": ""purchase"", ""value"": ""874.64""}]"
2026-08-01,MC004,AS006,AD010,170.29,10695,264,7784,181,"[{""action_type"": ""purchase"", ""value"": ""3""}]","[{""action_type"": ""purchase"", ""value"": ""309.06""}]"
2026-08-01,MC004,AS007,AD011,183.97,11163,274,8077,188,"[{""action_type"": ""purchase"", ""value"": ""5""}]","[{""action_type"": ""purchase"", ""value"": ""568.87""}]"
2026-08-01,MC010,AS014,AD022,497.77,30250,658,23845,466,"[{""action_type"": ""purchase"", ""value"": ""13""}]","[{""action_type"": ""purchase"", ""value"": ""1515.84""}]"
2026-08-01,MC010,AS014,AD023,477.42,37119,878,31506,613,"[{""action_type"": ""purchase"", ""value"": ""19""}]","[{""action_type"": ""purchase"", ""value"": ""2221.96""}]"
2026-08-02,MC001,AS001,AD001,378.2,52293,399,41725,277,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""111.03""}]"
2026-08-02,MC001,AS001,AD002,337.98,53178,445,39319,359,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""101.11""}]"
2026-08-02,MC002,AS002,AD003,402.98,32167,834,26240,590,"[{""action_type"": ""purchase"", ""value"": ""16""}]","[{""action_type"": ""purchase"", ""value"": ""1572.66""}]"
2026-08-02,MC002,AS002,AD004,376.58,33646,672,29103,514,"[{""action_type"": ""purchase"", ""value"": ""11""}]","[{""action_type"": ""purchase"", ""value"": ""1667.57""}]"
2026-08-02,MC002,AS003,AD005,453.13,32268,873,24936,613,"[{""action_type"": ""purchase"", ""value"": ""17""}]","[{""action_type"": ""purchase"", ""value"": ""2614.0""}]"
2026-08-02,MC004,AS006,AD009,160.12,11942,236,8958,187,"[{""action_type"": ""purchase"", ""value"": ""4""}]","[{""action_type"": ""purchase"", ""value"": ""382.26""}]"
2026-08-02,MC004,AS006,AD010,212.85,17798,596,14802,432,"[{""action_type"": ""purchase"", ""value"": ""10""}]","[{""action_type"": ""purchase"", ""value"": ""1464.57""}]"
2026-08-02,MC004,AS007,AD011,179.44,12179,334,10037,268,"[{""action_type"": ""purchase"", ""value"": ""7""}]","[{""action_type"": ""purchase"", ""value"": ""845.65""}]"
2026-08-02,MC010,AS014,AD022,505.52,34612,857,28742,624,"[{""action_type"": ""purchase"", ""value"": ""15""}]","[{""action_type"": ""purchase"", ""value"": ""1495.27""}]"
2026-08-02,MC010,AS014,AD023,551.04,34186,816,26954,656,"[{""action_type"": ""purchase"", ""value"": ""17""}]","[{""action_type"": ""purchase"", ""value"": ""1783.15""}]"
2026-08-03,MC001,AS001,AD001,336.95,45998,274,39926,199,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""136.79""}]"
2026-08-03,MC001,AS001,AD002,389.53,58788,425,51672,351,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""148.64""}]"
2026-08-03,MC002,AS002,AD003,375.0,26497,469,20330,376,"[{""action_type"": ""purchase"", ""value"": ""8""}]","[{""action_type"": ""purchase"", ""value"": ""725.01""}]"
2026-08-03,MC002,AS002,AD004,392.12,30482,736,26011,618,"[{""action_type"": ""purchase"", ""value"": ""16""}]","[{""action_type"": ""purchase"", ""value"": ""1417.36""}]"
2026-08-03,MC002,AS003,AD005,338.54,22079,548,16889,430,"[{""action_type"": ""purchase"", ""value"": ""14""}]","[{""action_type"": ""purchase"", ""value"": ""2057.01""}]"
2026-08-03,MC004,AS006,AD009,196.18,11886,240,10427,182,"[{""action_type"": ""purchase"", ""value"": ""6""}]","[{""action_type"": ""purchase"", ""value"": ""664.79""}]"
2026-08-03,MC004,AS006,AD010,183.44,13355,231,10724,182,"[{""action_type"": ""purchase"", ""value"": ""4""}]","[{""action_type"": ""purchase"", ""value"": ""575.78""}]"
