id,sku,cost,tracked,country_code_of_origin,created_at,updated_at
3001895,BJ-0311-31-LIG,52.19,True,PT,2022-12-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001896,BJ-0311-31-IND,45.45,True,IN,2022-12-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001897,BJ-0311-32-LIG,47.78,True,IN,2022-12-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001898,BJ-0311-32-IND,57.74,True,PT,2022-12-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001899,BJ-0312-28-LIG,46.41,True,IN,2024-11-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001900,BJ-0312-29-LIG,34.48,True,PT,2024-11-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001901,BJ-0313-28-DAR,42.89,True,IN,2024-05-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001902,BJ-0313-28-BLA,39.37,True,PT,2024-05-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001903,BJ-0313-29-DAR,53.24,True,CN,2024-05-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001904,BJ-0313-29-BLA,41.5,True,PT,2024-05-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001905,BJ-0313-30-DAR,55.85,True,VN,2024-05-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001906,BJ-0313-30-BLA,41.55,True,CN,2024-05-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001907,BJ-0313-31-DAR,56.37,True,PT,2024-05-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001908,BJ-0313-31-BLA,38.49,True,CN,2024-05-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001909,BJ-0313-32-DAR,51.88,True,VN,2024-05-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001910,BJ-0313-32-BLA,33.01,True,PT,2024-05-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001911,BJ-0313-33-DAR,52.23,True,IN,2024-05-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001912,BJ-0313-33-BLA,35.09,True,VN,2024-05-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001913,BJ-0314-28-BLA,56.31,True,BD,2024-06-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001914,BJ-0314-29-BLA,48.0,True,VN,2024-06-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001915,BJ-0315-28-IND,32.08,True,VN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001916,BJ-0315-29-IND,43.87,True,CN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001917,BJ-0315-30-IND,49.23,True,VN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001918,BJ-0315-31-IND,53.3,True,PT,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001919,BJ-0315-32-IND,47.08,True,PT,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001920,BJ-0315-33-IND,45.86,True,PT,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001921,BJ-0315-34-IND,49.48,True,VN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001922,BJ-0315-36-IND,48.49,True,PT,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001923,BJ-0316-28-BLA,37.74,True,PT,2022-06-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001924,BJ-0316-29-BLA,34.4,True,BD,2022-06-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001925,BJ-0316-30-BLA,51.08,True,BD,2022-06-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001926,BJ-0317-28-IND,49.5,True,BD,2023-01-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001927,BJ-0317-28-GRA,38.06,True,BD,2023-01-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001928,BJ-0317-29-IND,41.98,True,VN,2023-01-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001929,BJ-0317-29-GRA,47.38,True,VN,2023-01-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001930,BJ-0317-30-IND,37.14,True,PT,2023-01-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001931,BJ-0317-30-GRA,35.34,True,CN,2023-01-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001932,BJ-0318-28-DAR,53.21,True,IN,2022-11-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001933,BJ-0318-28-LIG,50.51,True,BD,2022-11-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001934,BJ-0318-28-BLA,54.51,True,VN,2022-11-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001935,BJ-0318-29-DAR,41.54,True,IN,2022-11-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001936,BJ-0318-29-LIG,34.32,True,VN,2022-11-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001937,BJ-0318-29-BLA,54.8,True,VN,2022-11-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001938,BJ-0318-30-DAR,44.65,True,PT,2022-11-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001939,BJ-0318-30-LIG,38.6,True,BD,2022-11-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001940,BJ-0318-30-BLA,46.38,True,IN,2022-11-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001941,BJ-0318-31-DAR,33.51,True,PT,2022-11-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001942,BJ-0318-31-LIG,32.11,True,IN,2022-11-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001943,BJ-0318-31-BLA,58.48,True,PT,2022-11-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001944,BJ-0319-28-IND,50.26,True,BD,2023-01-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001945,BJ-0319-28-LIG,44.12,True,CN,2023-01-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001946,BJ-0319-28-GRA,55.05,True,CN,2023-01-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001947,BJ-0319-29-IND,54.12,True,PT,2023-01-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001948,BJ-0319-29-LIG,37.33,True,IN,2023-01-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001949,BJ-0319-29-GRA,39.24,True,VN,2023-01-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001950,BJ-0319-30-IND,52.45,True,PT,2023-01-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001951,BJ-0319-30-LIG,56.84,True,CN,2023-01-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001952,BJ-0319-30-GRA,51.95,True,VN,2023-01-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001953,BJ-0319-31-IND,44.61,True,PT,2023-01-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001954,BJ-0319-31-LIG,50.28,True,IN,2023-01-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001955,BJ-0319-31-GRA,51.41,True,IN,2023-01-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001956,BJ-0320-28-LIG,35.54,True,CN,2023-08-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001957,BJ-0320-28-IND,37.74,True,VN,2023-08-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001958,BJ-0320-28-DAR,52.17,True,BD,2023-08-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001959,BJ-0320-29-LIG,55.84,True,VN,2023-08-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001960,BJ-0320-29-IND,43.8,True,IN,2023-08-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001961,BJ-0320-29-DAR,51.21,True,CN,2023-08-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001962,BJ-0320-30-LIG,43.06,True,PT,2023-08-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001963,BJ-0320-30-IND,41.01,True,CN,2023-08-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001964,BJ-0320-30-DAR,42.22,True,PT,2023-08-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001965,BJ-0321-28-IND,33.64,True,BD,2023-03-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001966,BJ-0321-28-DAR,40.65,True,BD,2023-03-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001967,BJ-0321-28-BLA,32.51,True,CN,2023-03-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001968,BJ-0321-29-IND,36.88,True,BD,2023-03-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001969,BJ-0321-29-DAR,51.4,True,PT,2023-03-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001970,BJ-0321-29-BLA,54.62,True,IN,2023-03-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001971,BJ-0321-30-IND,56.18,True,CN,2023-03-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001972,BJ-0321-30-DAR,47.98,True,IN,2023-03-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001973,BJ-0321-30-BLA,40.92,True,BD,2023-03-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001974,BJ-0322-28-IND,45.58,True,VN,2023-10-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001975,BJ-0322-29-IND,42.75,True,PT,2023-10-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001976,BJ-0323-28-IND,46.5,True,BD,2022-09-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001977,BJ-0323-29-IND,58.59,True,VN,2022-09-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001978,BJ-0323-30-IND,34.14,True,VN,2022-09-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001979,BJ-0323-31-IND,51.9,True,CN,2022-09-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001980,BJ-0323-32-IND,41.37,True,VN,2022-09-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001981,BJ-0323-33-IND,54.62,True,CN,2022-09-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001982,BJ-0323-34-IND,32.14,True,BD,2022-09-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001983,BJ-0324-28-DAR,31.54,True,BD,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001984,BJ-0324-28-BLA,40.02,True,CN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001985,BJ-0324-28-GRA,52.1,True,BD,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001986,BJ-0324-29-DAR,38.05,True,PT,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001987,BJ-0324-29-BLA,56.22,True,IN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001988,BJ-0324-29-GRA,53.84,True,BD,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001989,BJ-0325-28-DAR,44.75,True,PT,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001990,BJ-0325-28-BLA,51.96,True,BD,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001991,BJ-0325-28-IND,54.18,True,IN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001992,BJ-0325-29-DAR,33.26,True,PT,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001993,BJ-0325-29-BLA,55.47,True,CN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001994,BJ-0325-29-IND,49.7,True,CN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001995,BJ-0325-30-DAR,41.08,True,PT,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001996,BJ-0325-30-BLA,37.3,True,BD,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001997,BJ-0325-30-IND,33.27,True,BD,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001998,BJ-0325-31-DAR,53.18,True,PT,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001999,BJ-0325-31-BLA,39.57,True,VN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002000,BJ-0325-31-IND,58.74,True,CN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002001,BJ-0325-32-DAR,34.77,True,CN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002002,BJ-0325-32-BLA,39.24,True,CN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002003,BJ-0325-32-IND,56.44,True,PT,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002004,BJ-0326-28-LIG,42.76,True,BD,2023-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002005,BJ-0326-28-BLA,51.3,True,BD,2023-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002006,BJ-0326-28-IND,41.09,True,IN,2023-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002007,BJ-0326-29-LIG,36.75,True,BD,2023-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002008,BJ-0326-29-BLA,37.64,True,BD,2023-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002009,BJ-0326-29-IND,31.79,True,BD,2023-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002010,BJ-0326-30-LIG,31.97,True,VN,2023-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002011,BJ-0326-30-BLA,54.36,True,CN,2023-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002012,BJ-0326-30-IND,45.56,True,IN,2023-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002013,BJ-0326-31-LIG,40.42,True,CN,2023-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002014,BJ-0326-31-BLA,43.67,True,IN,2023-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002015,BJ-0326-31-IND,31.35,True,PT,2023-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002016,BJ-0326-32-LIG,48.07,True,IN,2023-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002017,BJ-0326-32-BLA,35.2,True,IN,2023-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002018,BJ-0326-32-IND,45.25,True,IN,2023-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002019,BJ-0326-33-LIG,51.7,True,VN,2023-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002020,BJ-0326-33-BLA,44.69,True,BD,2023-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002021,BJ-0326-33-IND,47.0,True,CN,2023-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002022,BJ-0326-34-LIG,35.84,True,CN,2023-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002023,BJ-0326-34-BLA,39.46,True,IN,2023-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002024,BJ-0326-34-IND,51.38,True,VN,2023-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002025,BJ-0327-28-GRA,37.97,True,PT,2023-05-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002026,BJ-0327-28-BLA,35.27,True,CN,2023-05-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002027,BJ-0327-29-GRA,38.36,True,VN,2023-05-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002028,BJ-0327-29-BLA,49.73,True,IN,2023-05-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002029,BJ-0327-30-GRA,38.06,True,VN,2023-05-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002030,BJ-0327-30-BLA,39.09,True,VN,2023-05-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002031,BJ-0328-28-LIG,33.3,True,IN,2023-12-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002032,BJ-0328-28-IND,58.86,True,IN,2023-12-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002033,BJ-0328-28-GRA,54.54,True,IN,2023-12-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002034,BJ-0328-29-LIG,35.44,True,PT,2023-12-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002035,BJ-0328-29-IND,52.67,True,VN,2023-12-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002036,BJ-0328-29-GRA,38.65,True,CN,2023-12-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002037,BJ-0328-30-LIG,36.12,True,IN,2023-12-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002038,BJ-0328-30-IND,37.3,True,VN,2023-12-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002039,BJ-0328-30-GRA,47.9,True,PT,2023-12-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002040,BJ-0329-28-GRA,52.38,True,CN,2022-11-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002041,BJ-0329-29-GRA,34.3,True,IN,2022-11-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002042,BJ-0330-28-IND,48.69,True,VN,2023-11-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002043,BJ-0330-29-IND,34.72,True,IN,2023-11-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002044,BJ-0330-30-IND,58.99,True,VN,2023-11-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002045,BJ-0330-31-IND,49.38,True,CN,2023-11-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002046,BJ-0330-32-IND,51.97,True,CN,2023-11-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002047,BJ-0330-33-IND,54.13,True,BD,2023-11-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002048,BJ-0330-34-IND,57.08,True,IN,2023-11-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002049,BJ-0331-28-BLA,46.29,True,CN,2022-11-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002050,BJ-0331-29-BLA,50.18,True,PT,2022-11-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002051,BJ-0331-30-BLA,42.02,True,PT,2022-11-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002052,BJ-0331-31-BLA,35.12,True,VN,2022-11-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002053,BJ-0332-28-DAR,46.26,True,PT,2023-05-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002054,BJ-0332-29-DAR,34.84,True,BD,2023-05-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002055,BJ-0332-30-DAR,38.29,True,PT,2023-05-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002056,BJ-0332-31-DAR,31.5,True,IN,2023-05-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002057,BJ-0332-32-DAR,48.04,True,CN,2023-05-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002058,BJ-0332-33-DAR,43.97,True,VN,2023-05-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002059,BJ-0333-28-GRA,37.0,True,PT,2024-01-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002060,BJ-0333-28-DAR,54.52,True,PT,2024-01-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002061,BJ-0333-28-IND,43.07,True,VN,2024-01-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002062,BJ-0333-29-GRA,54.65,True,BD,2024-01-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002063,BJ-0333-29-DAR,34.39,True,VN,2024-01-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002064,BJ-0333-29-IND,53.86,True,VN,2024-01-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002065,BJ-0333-30-GRA,45.66,True,PT,2024-01-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002066,BJ-0333-30-DAR,54.6,True,PT,2024-01-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002067,BJ-0333-30-IND,36.32,True,PT,2024-01-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002068,BJ-0333-31-GRA,59.13,True,PT,2024-01-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002069,BJ-0333-31-DAR,32.44,True,BD,2024-01-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002070,BJ-0333-31-IND,51.45,True,PT,2024-01-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002071,BJ-0333-32-GRA,48.65,True,PT,2024-01-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002072,BJ-0333-32-DAR,37.93,True,BD,2024-01-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002073,BJ-0333-32-IND,33.7,True,VN,2024-01-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002074,BJ-0333-33-GRA,50.64,True,VN,2024-01-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002075,BJ-0333-33-DAR,43.56,True,PT,2024-01-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002076,BJ-0333-33-IND,56.61,True,BD,2024-01-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002077,BJ-0334-28-DAR,39.51,True,VN,2024-08-05T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002078,BJ-0334-29-DAR,31.6,True,BD,2024-08-05T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002079,BJ-0334-30-DAR,38.6,True,BD,2024-08-05T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002080,BJ-0334-31-DAR,43.69,True,BD,2024-08-05T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002081,BJ-0335-28-LIG,34.68,True,BD,2023-11-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002082,BJ-0335-28-BLA,55.54,True,IN,2023-11-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002083,BJ-0335-29-LIG,33.76,True,BD,2023-11-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002084,BJ-0335-29-BLA,47.87,True,CN,2023-11-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002085,BJ-0335-30-LIG,43.51,True,PT,2023-11-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002086,BJ-0335-30-BLA,47.93,True,BD,2023-11-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002087,BJ-0335-31-LIG,49.47,True,PT,2023-11-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002088,BJ-0335-31-BLA,34.02,True,CN,2023-11-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002089,BJ-0335-32-LIG,49.5,True,CN,2023-11-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002090,BJ-0335-32-BLA,31.29,True,BD,2023-11-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002091,BJ-0336-28-GRA,33.5,True,BD,2024-01-09T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002092,BJ-0336-28-LIG,52.74,True,BD,2024-01-09T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002093,BJ-0337-28-GRA,55.39,True,BD,2023-08-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002094,BJ-0337-29-GRA,54.26,True,CN,2023-08-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002095,BJ-0337-30-GRA,45.31,True,BD,2023-08-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002096,BJ-0337-31-GRA,49.23,True,VN,2023-08-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002097,BJ-0337-32-GRA,34.39,True,CN,2023-08-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002098,BJ-0337-33-GRA,35.37,True,BD,2023-08-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002099,BJ-0337-34-GRA,39.58,True,BD,2023-08-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002100,BJ-0337-36-GRA,57.68,True,IN,2023-08-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002101,BJ-0338-28-GRA,31.36,True,PT,2024-05-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002102,BJ-0338-28-BLA,41.02,True,CN,2024-05-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002103,BJ-0338-29-GRA,42.43,True,PT,2024-05-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002104,BJ-0338-29-BLA,43.89,True,IN,2024-05-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002105,BJ-0338-30-GRA,32.92,True,BD,2024-05-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002106,BJ-0338-30-BLA,31.68,True,VN,2024-05-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002107,BJ-0338-31-GRA,44.5,True,BD,2024-05-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002108,BJ-0338-31-BLA,49.03,True,PT,2024-05-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002109,BJ-0339-28-IND,50.76,True,PT,2024-09-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002110,BJ-0339-28-DAR,58.81,True,VN,2024-09-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002111,BJ-0339-29-IND,36.49,True,BD,2024-09-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002112,BJ-0339-29-DAR,36.4,True,VN,2024-09-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002113,BJ-0339-30-IND,43.9,True,CN,2024-09-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002114,BJ-0339-30-DAR,55.89,True,VN,2024-09-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002115,BJ-0339-31-IND,45.75,True,CN,2024-09-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002116,BJ-0339-31-DAR,57.93,True,BD,2024-09-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002117,BJ-0339-32-IND,42.71,True,VN,2024-09-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002118,BJ-0339-32-DAR,49.39,True,VN,2024-09-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002119,BJ-0340-28-GRA,58.23,True,PT,2023-02-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002120,BJ-0340-29-GRA,48.85,True,CN,2023-02-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002121,BJ-0341-28-DAR,37.59,True,VN,2024-12-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002122,BJ-0341-28-LIG,41.62,True,CN,2024-12-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002123,BJ-0341-29-DAR,36.87,True,BD,2024-12-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002124,BJ-0341-29-LIG,31.69,True,IN,2024-12-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002125,BJ-0341-30-DAR,35.28,True,CN,2024-12-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002126,BJ-0341-30-LIG,45.16,True,CN,2024-12-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3002127,BJ-0341-31-DAR,33.73,True,IN,2024-12-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
